VERSION 2
BPM 123.000000
PAGE_SHIFT 1.012200
PAGE_SIZE 0.975610
NOTE	0	1.000000	0.200000	0.000000
NOTE	1	1.000000	0.600000	0.000000
NOTE	2	4.902439	0.400000	0.000000
NOTE	3	4.902439	0.800000	0.000000
NOTE	4	8.804878	0.200000	0.000000
NOTE	5	8.804878	0.600000	0.000000
NOTE	6	12.707317	0.400000	0.000000
NOTE	7	12.707317	0.800000	0.000000
NOTE	8	16.609756	0.800000	0.853658
NOTE	9	18.560976	0.200000	0.853658
NOTE	10	20.512196	0.800000	0.853658
NOTE	11	22.463415	0.200000	0.853658
NOTE	12	24.414635	0.800000	0.853658
NOTE	13	26.365854	0.200000	0.853658
NOTE	14	28.317074	0.800000	0.853658
NOTE	15	30.268293	0.200000	0.853658
NOTE	16	32.219513	0.200000	0.000000
NOTE	17	32.707317	0.600000	0.000000
NOTE	18	33.195122	0.350000	0.000000
NOTE	19	33.682926	0.750000	0.000000
NOTE	20	33.926830	0.350000	0.000000
NOTE	21	34.170731	0.700000	0.000000
NOTE	22	34.658535	0.300000	0.000000
NOTE	23	35.146343	0.400000	0.000000
NOTE	24	35.634148	0.600000	0.000000
NOTE	25	36.121952	0.200000	0.000000
NOTE	26	36.609756	0.750000	0.000000
NOTE	27	37.097561	0.350000	0.000000
NOTE	28	37.585365	0.600000	0.000000
NOTE	29	37.829269	0.350000	0.000000
NOTE	30	38.073170	0.600000	0.000000
NOTE	31	38.560974	0.250000	0.000000
NOTE	32	39.048782	0.750000	0.000000
NOTE	33	39.536587	0.400000	0.000000
NOTE	34	40.024391	0.300000	0.000000
NOTE	35	40.512196	0.600000	0.000000
NOTE	36	41.000000	0.750000	0.000000
NOTE	37	41.487804	0.400000	0.000000
NOTE	38	41.731709	0.200000	0.000000
NOTE	39	41.975609	0.800000	0.000000
NOTE	40	42.463413	0.600000	0.000000
NOTE	41	42.951218	0.200000	0.000000
NOTE	42	43.439026	0.400000	0.000000
NOTE	43	43.926830	0.300000	0.000000
NOTE	44	44.414635	0.800000	0.000000
NOTE	45	44.902439	0.500000	0.000000
NOTE	46	45.390244	0.600000	0.000000
NOTE	47	45.634148	0.400000	0.000000
NOTE	48	45.878048	0.600000	0.000000
NOTE	49	46.365852	0.300000	0.000000
NOTE	50	46.853657	0.700000	0.000000
NOTE	51	47.341465	0.400000	0.000000
NOTE	52	47.829269	0.200000	0.000000
NOTE	53	48.804878	0.300000	0.000000
NOTE	54	48.804878	0.700000	0.000000
NOTE	55	49.536587	0.300000	0.000000
NOTE	56	49.780487	0.800000	0.000000
NOTE	57	50.756096	0.300000	0.000000
NOTE	58	50.756096	0.700000	0.000000
NOTE	59	51.731709	0.800000	0.000000
NOTE	60	52.707317	0.300000	0.000000
NOTE	61	52.707317	0.700000	0.000000
NOTE	62	53.439026	0.700000	0.000000
NOTE	63	53.682926	0.200000	0.000000
NOTE	64	54.658535	0.300000	0.000000
NOTE	65	54.658535	0.700000	0.000000
NOTE	66	55.634148	0.200000	0.000000
NOTE	67	56.609756	0.300000	0.000000
NOTE	68	56.609756	0.700000	0.000000
NOTE	69	57.341465	0.700000	0.000000
NOTE	70	57.585365	0.200000	0.000000
NOTE	71	58.560974	0.300000	0.000000
NOTE	72	58.560974	0.700000	0.000000
NOTE	73	59.536587	0.800000	0.000000
NOTE	74	60.512196	0.300000	0.000000
NOTE	75	60.512196	0.700000	0.000000
NOTE	76	61.243904	0.300000	0.000000
NOTE	77	61.487804	0.800000	0.000000
NOTE	78	62.219513	0.800000	0.000000
NOTE	79	62.463413	0.300000	0.000000
NOTE	80	62.463413	0.700000	0.000000
NOTE	81	63.439026	0.100000	0.000000
NOTE	82	63.682926	0.100000	0.000000
NOTE	83	64.414635	0.250000	0.000000
NOTE	84	64.414635	0.750000	0.000000
NOTE	85	65.146339	0.250000	0.000000
NOTE	86	65.390244	0.400000	0.000000
