VERSION 2
BPM 123.000000
PAGE_SHIFT 1.012200
PAGE_SIZE 0.975610
NOTE	0	1.000000	0.200000	0.000000
NOTE	1	1.487805	0.600000	0.000000
NOTE	2	1.975610	0.350000	0.000000
NOTE	3	2.463415	0.750000	0.000000
NOTE	4	2.707317	0.350000	0.000000
NOTE	5	2.951220	0.700000	0.000000
NOTE	6	3.439024	0.300000	0.000000
NOTE	7	3.926829	0.400000	0.000000
NOTE	8	4.414634	0.600000	0.000000
NOTE	9	4.902439	0.200000	0.000000
NOTE	10	5.390244	0.750000	0.000000
NOTE	11	5.878049	0.350000	0.000000
NOTE	12	6.365854	0.600000	0.000000
NOTE	13	6.609756	0.350000	0.000000
NOTE	14	6.853659	0.600000	0.000000
NOTE	15	7.341464	0.250000	0.000000
NOTE	16	7.829268	0.750000	0.000000
NOTE	17	8.317073	0.400000	0.000000
NOTE	18	8.804878	0.300000	0.000000
NOTE	19	9.292683	0.600000	0.000000
NOTE	20	9.780488	0.750000	0.000000
NOTE	21	10.268292	0.400000	0.000000
NOTE	22	10.512196	0.200000	0.000000
NOTE	23	10.756098	0.800000	0.000000
NOTE	24	11.243902	0.600000	0.000000
NOTE	25	11.731708	0.200000	0.000000
NOTE	26	12.219512	0.400000	0.000000
NOTE	27	12.707317	0.300000	0.000000
NOTE	28	13.195122	0.800000	0.000000
NOTE	29	13.682927	0.500000	0.000000
NOTE	30	14.170732	0.600000	0.000000
NOTE	31	14.414634	0.400000	0.000000
NOTE	32	14.658537	0.600000	0.000000
NOTE	33	15.146341	0.300000	0.000000
NOTE	34	15.634147	0.700000	0.000000
NOTE	35	16.121952	0.400000	0.000000
NOTE	36	16.609756	0.200000	0.000000
NOTE	37	16.609756	0.800000	0.853658
NOTE	38	17.097561	0.300000	0.000000
NOTE	39	17.585365	0.500000	0.000000
NOTE	40	18.073172	0.600000	0.000000
NOTE	41	18.317074	0.400000	0.000000
NOTE	42	18.560976	0.800000	0.000000
NOTE	43	18.560976	0.200000	0.853658
NOTE	44	19.048780	0.700000	0.000000
NOTE	45	19.536585	0.400000	0.000000
NOTE	46	20.024391	0.600000	0.000000
NOTE	47	20.512196	0.200000	0.000000
NOTE	48	20.512196	0.800000	0.853658
NOTE	49	21.000000	0.300000	0.000000
